canonicalCommunity,canonicalPlaceId,membershipCountyIds,membershipCount,crossingAuthorityAvailable,crossingAuthorityReason,canonicalCrossingIdentityCount,resolvedCrossingRecordCount,crossingCountyIds,unresolvedCrossingIds,duplicateCrossingIds,missingCrossingMemberships,crossingAuthorityState,crossingIdentityParityPass,crossingMembershipParityPass,crossingAuthorityPass
Northlake,4852212,denton-tx,1,true,,2,2,denton-tx,,,,AVAILABLE_NONEMPTY,true,true,true
North Pearsall,4852302,frio-tx,1,true,,0,0,frio-tx,,,,AVAILABLE_EMPTY,true,true,true
North Richland Hills,4852356,tarrant-tx,1,true,,13,13,tarrant-tx,,,,AVAILABLE_NONEMPTY,true,true,true
North San Pedro,4852404,nueces-tx,1,true,,0,0,nueces-tx,,,,AVAILABLE_EMPTY,true,true,true
Novice,4852668,coleman-tx,1,true,,2,2,coleman-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Oak Grove,4852902,kaufman-tx,1,true,,0,0,kaufman-tx,,,,AVAILABLE_EMPTY,true,true,true
Oakhurst,4852992,san-jacinto-tx,1,true,,0,0,san-jacinto-tx,,,,AVAILABLE_EMPTY,true,true,true
Oak Island,4853004,chambers-tx,1,true,,0,0,chambers-tx,,,,AVAILABLE_EMPTY,true,true,true
Oak Leaf,4853115,ellis-tx,1,true,,0,0,ellis-tx,,,,AVAILABLE_EMPTY,true,true,true
Oak Point,4853130,denton-tx,1,true,,0,0,denton-tx,,,,AVAILABLE_EMPTY,true,true,true
Oak Ridge,4853154,cooke-tx,1,true,,0,0,cooke-tx,,,,AVAILABLE_EMPTY,true,true,true
Oak Ridge,4853160,kaufman-tx,1,true,,0,0,kaufman-tx,,,,AVAILABLE_EMPTY,true,true,true
Oak Ridge North,4853190,montgomery-tx,1,true,,1,1,montgomery-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Oak Trail Shores,4853212,hood-tx,1,true,,0,0,hood-tx,,,,AVAILABLE_EMPTY,true,true,true
Oak Valley,4853217,navarro-tx,1,true,,0,0,navarro-tx,,,,AVAILABLE_EMPTY,true,true,true
Oakwood,4853232,freestone-tx|leon-tx,2,true,,3,3,freestone-tx|leon-tx,,,,AVAILABLE_NONEMPTY,true,true,true
O'Brien,4853304,haskell-tx,1,true,,0,0,haskell-tx,,,,AVAILABLE_EMPTY,true,true,true
Odem,4853376,san-patricio-tx,1,true,,7,7,san-patricio-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Odessa,4853388,ector-tx|midland-tx,2,true,,30,30,ector-tx|midland-tx,,,,AVAILABLE_NONEMPTY,true,true,true
O'Donnell,4853436,dawson-tx|lynn-tx,2,true,,0,0,dawson-tx|lynn-tx,,,,AVAILABLE_EMPTY,true,true,true
Oglesby,4853520,coryell-tx,1,true,,0,0,coryell-tx,,,,AVAILABLE_EMPTY,true,true,true
Oilton,4853556,webb-tx,1,true,,1,1,webb-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Oklaunion,4853616,wilbarger-tx,1,true,,1,1,wilbarger-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Old River-Winfree,4853824,chambers-tx|liberty-tx,2,true,,0,0,chambers-tx|liberty-tx,,,,AVAILABLE_EMPTY,true,true,true
Olivarez,4853934,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Olivia Lopez de Gutierrez,4853946,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Olmito,4853964,cameron-tx,1,true,,4,4,cameron-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Olmito and Olmito,4853970,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Olmos Park,4853988,bexar-tx,1,true,,0,0,bexar-tx,,,,AVAILABLE_EMPTY,true,true,true
Olney,4854000,young-tx,1,true,,0,0,young-tx,,,,AVAILABLE_EMPTY,true,true,true
Olton,4854012,lamb-tx,1,true,,0,0,lamb-tx,,,,AVAILABLE_EMPTY,true,true,true
Omaha,4854024,morris-tx,1,true,,2,2,morris-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Onalaska,4854048,polk-tx,1,true,,0,0,polk-tx,,,,AVAILABLE_EMPTY,true,true,true
Opdyke West,4854075,hockley-tx,1,true,,1,1,hockley-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Orange,4854132,orange-tx,1,true,,35,35,orange-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Orange Grove,4854168,jim-wells-tx,1,true,,0,0,jim-wells-tx,,,,AVAILABLE_EMPTY,true,true,true
Orason,4854186,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Orchard,4854192,fort-bend-tx,1,true,,1,1,fort-bend-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Ore City,4854216,upshur-tx,1,true,,0,0,upshur-tx,,,,AVAILABLE_EMPTY,true,true,true
Overton,4854432,rusk-tx|smith-tx,2,true,,10,10,rusk-tx|smith-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Ovilla,4854444,dallas-tx|ellis-tx,2,true,,0,0,dallas-tx|ellis-tx,,,,AVAILABLE_EMPTY,true,true,true
Owl Ranch,4854509,jim-wells-tx,1,true,,0,0,jim-wells-tx,,,,AVAILABLE_EMPTY,true,true,true
Oyster Creek,4854528,brazoria-tx,1,true,,0,0,brazoria-tx,,,,AVAILABLE_EMPTY,true,true,true
Ozona,4854552,crockett-tx,1,true,,0,0,crockett-tx,,,,AVAILABLE_EMPTY,true,true,true
Pablo Pena,4854558,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Paducah,4854600,cottle-tx,1,true,,0,0,cottle-tx,,,,AVAILABLE_EMPTY,true,true,true
Paige,4854624,bastrop-tx,1,true,,3,3,bastrop-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Paint Rock,4854636,concho-tx,1,true,,0,0,concho-tx,,,,AVAILABLE_EMPTY,true,true,true
Paisano Park,4854666,san-patricio-tx,1,true,,0,0,san-patricio-tx,,,,AVAILABLE_EMPTY,true,true,true
Palacios,4854684,matagorda-tx,1,true,,0,0,matagorda-tx,,,,AVAILABLE_EMPTY,true,true,true
Palestine,4854708,anderson-tx,1,true,,31,31,anderson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Palisades,4854726,randall-tx,1,true,,0,0,randall-tx,,,,AVAILABLE_EMPTY,true,true,true
Palmer,4854744,ellis-tx,1,true,,4,4,ellis-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Palmer,4854748,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Palmhurst,4854780,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Palm Valley,4854798,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Palmview,4854804,hidalgo-tx,1,true,,7,7,hidalgo-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Palmview South,4854810,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Palo Blanco,4854846,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Paloma Creek,4854868,denton-tx,1,true,,0,0,denton-tx,,,,AVAILABLE_EMPTY,true,true,true
Paloma Creek South,4854872,denton-tx,1,true,,0,0,denton-tx,,,,AVAILABLE_EMPTY,true,true,true
Palo Pinto,4854876,palo-pinto-tx,1,true,,0,0,palo-pinto-tx,,,,AVAILABLE_EMPTY,true,true,true
Pampa,4854912,gray-tx,1,true,,4,4,gray-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Panhandle,4854960,carson-tx,1,true,,4,4,carson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Panorama Village,4855008,montgomery-tx,1,true,,0,0,montgomery-tx,,,,AVAILABLE_EMPTY,true,true,true
Pantego,4855020,tarrant-tx,1,true,,0,0,tarrant-tx,,,,AVAILABLE_EMPTY,true,true,true
Paradise,4855056,wise-tx,1,true,,2,2,wise-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Paris,4855080,lamar-tx,1,true,,28,28,lamar-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Parker,4855152,collin-tx,1,true,,0,0,collin-tx,,,,AVAILABLE_EMPTY,true,true,true
Pasadena,4856000,harris-tx,1,true,,30,30,harris-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Pattison,4856108,waller-tx,1,true,,0,0,waller-tx,,,,AVAILABLE_EMPTY,true,true,true
Patton Village,4856156,montgomery-tx,1,true,,1,1,montgomery-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Pawnee,4856252,bee-tx,1,true,,0,0,bee-tx,,,,AVAILABLE_EMPTY,true,true,true
Payne Springs,4856276,henderson-tx,1,true,,0,0,henderson-tx,,,,AVAILABLE_EMPTY,true,true,true
Pearland,4856348,brazoria-tx|fort-bend-tx|harris-tx,3,true,,5,5,brazoria-tx|fort-bend-tx|harris-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Pearsall,4856384,frio-tx,1,true,,7,7,frio-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Peaster,4856432,parker-tx,1,true,,0,0,parker-tx,,,,AVAILABLE_EMPTY,true,true,true
Pecan Acres,4856462,tarrant-tx|wise-tx,2,true,,6,6,tarrant-tx|wise-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Pecan Gap,4856468,delta-tx|fannin-tx,2,true,,0,0,delta-tx|fannin-tx,,,,AVAILABLE_EMPTY,true,true,true
Pecan Grove,4856482,fort-bend-tx,1,true,,4,4,fort-bend-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Pecan Hill,4856485,ellis-tx,1,true,,0,0,ellis-tx,,,,AVAILABLE_EMPTY,true,true,true
Pecan Plantation,4856498,hood-tx|johnson-tx,2,true,,0,0,hood-tx|johnson-tx,,,,AVAILABLE_EMPTY,true,true,true
Pelican Bay,4856640,tarrant-tx,1,true,,0,0,tarrant-tx,,,,AVAILABLE_EMPTY,true,true,true
Pena,4856644,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Pendleton,4856660,bell-tx,1,true,,3,3,bell-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Penelope,4856672,hill-tx,1,true,,0,0,hill-tx,,,,AVAILABLE_EMPTY,true,true,true
Penitas,4856696,hidalgo-tx,1,true,,6,6,hidalgo-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Perezville,4856804,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Perrin,4856864,jack-tx,1,true,,0,0,jack-tx,,,,AVAILABLE_EMPTY,true,true,true
Perryton,4856912,ochiltree-tx,1,true,,0,0,ochiltree-tx,,,,AVAILABLE_EMPTY,true,true,true
Petersburg,4856996,hale-tx,1,true,,0,0,hale-tx,,,,AVAILABLE_EMPTY,true,true,true
Petrolia,4857044,clay-tx,1,true,,0,0,clay-tx,,,,AVAILABLE_EMPTY,true,true,true
Petronila,4857056,nueces-tx,1,true,,0,0,nueces-tx,,,,AVAILABLE_EMPTY,true,true,true
Pettus,4857116,bee-tx,1,true,,0,0,bee-tx,,,,AVAILABLE_EMPTY,true,true,true
Petty,4857128,lamar-tx,1,true,,0,0,lamar-tx,,,,AVAILABLE_EMPTY,true,true,true
Pflugerville,4857176,travis-tx|williamson-tx,2,true,,1,1,travis-tx|williamson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Pharr,4857200,hidalgo-tx,1,true,,19,19,hidalgo-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Pilot Point,4857476,cooke-tx|denton-tx|grayson-tx,3,true,,12,12,cooke-tx|denton-tx|grayson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Pinebrook,4857494,grimes-tx,1,true,,2,2,grimes-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Pine Forest,4857524,orange-tx,1,true,,0,0,orange-tx,,,,AVAILABLE_EMPTY,true,true,true
Pine Harbor,4857566,marion-tx,1,true,,0,0,marion-tx,,,,AVAILABLE_EMPTY,true,true,true
Pinehurst,4857596,montgomery-tx,1,true,,2,2,montgomery-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Pinehurst,4857608,orange-tx,1,true,,0,0,orange-tx,,,,AVAILABLE_EMPTY,true,true,true
Pine Island,4857615,waller-tx,1,true,,1,1,waller-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Pineland,4857644,sabine-tx,1,true,,4,4,sabine-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Pinewood Estates,4857752,hardin-tx,1,true,,0,0,hardin-tx,,,,AVAILABLE_EMPTY,true,true,true
Piney Point Village,4857800,harris-tx,1,true,,0,0,harris-tx,,,,AVAILABLE_EMPTY,true,true,true
Pittsburg,4857908,camp-tx,1,true,,16,16,camp-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Placedo,4857932,victoria-tx,1,true,,4,4,victoria-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Plains,4857968,yoakum-tx,1,true,,0,0,yoakum-tx,,,,AVAILABLE_EMPTY,true,true,true
Plainview,4857980,hale-tx,1,true,,46,46,hale-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Plano,4858016,collin-tx|denton-tx,2,true,,39,39,collin-tx|denton-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Plantersville,4858040,grimes-tx,1,true,,4,4,grimes-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Pleak,4858088,fort-bend-tx,1,true,,0,0,fort-bend-tx,,,,AVAILABLE_EMPTY,true,true,true
Pleasant Hill,4858232,polk-tx,1,true,,0,0,polk-tx,,,,AVAILABLE_EMPTY,true,true,true
Pleasanton,4858280,atascosa-tx,1,true,,4,4,atascosa-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Pleasant Valley,4858400,wichita-tx,1,true,,2,2,wichita-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Plum,4858436,fayette-tx,1,true,,4,4,fayette-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Plum Grove,4858448,liberty-tx,1,true,,0,0,liberty-tx,,,,AVAILABLE_EMPTY,true,true,true
Poetry,4858502,hunt-tx|kaufman-tx,2,true,,0,0,hunt-tx|kaufman-tx,,,,AVAILABLE_EMPTY,true,true,true
Point,4858532,rains-tx,1,true,,0,0,rains-tx,,,,AVAILABLE_EMPTY,true,true,true
Point Blank,4858556,san-jacinto-tx,1,true,,0,0,san-jacinto-tx,,,,AVAILABLE_EMPTY,true,true,true
Point Comfort,4858568,calhoun-tx,1,true,,3,3,calhoun-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Point Venture,4858586,travis-tx,1,true,,0,0,travis-tx,,,,AVAILABLE_EMPTY,true,true,true
Ponder,4858664,denton-tx,1,true,,4,4,denton-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Port Aransas,4858808,nueces-tx,1,true,,0,0,nueces-tx,,,,AVAILABLE_EMPTY,true,true,true
Port Arthur,4858820,jefferson-tx|orange-tx,2,true,,78,78,jefferson-tx|orange-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Porter Heights,4858850,montgomery-tx,1,true,,0,0,montgomery-tx,,,,AVAILABLE_EMPTY,true,true,true
Port Isabel,4858892,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Portland,4858904,nueces-tx|san-patricio-tx,2,true,,0,0,nueces-tx|san-patricio-tx,,,,AVAILABLE_EMPTY,true,true,true
Port Lavaca,4858916,calhoun-tx,1,true,,13,13,calhoun-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Port Mansfield,4858928,willacy-tx,1,true,,0,0,willacy-tx,,,,AVAILABLE_EMPTY,true,true,true
Port Neches,4858940,jefferson-tx,1,true,,18,18,jefferson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Port O'Connor,4858952,calhoun-tx,1,true,,0,0,calhoun-tx,,,,AVAILABLE_EMPTY,true,true,true
Post,4859012,garza-tx,1,true,,4,4,garza-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Post Oak Bend,4859065,kaufman-tx,1,true,,0,0,kaufman-tx,,,,AVAILABLE_EMPTY,true,true,true
Poteet,4859084,atascosa-tx,1,true,,0,0,atascosa-tx,,,,AVAILABLE_EMPTY,true,true,true
Poth,4859096,wilson-tx,1,true,,0,0,wilson-tx,,,,AVAILABLE_EMPTY,true,true,true
Potosi,4859108,taylor-tx,1,true,,0,0,taylor-tx,,,,AVAILABLE_EMPTY,true,true,true
Pottsboro,4859132,grayson-tx,1,true,,5,5,grayson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Powderly,4859156,lamar-tx,1,true,,3,3,lamar-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Powell,4859168,navarro-tx,1,true,,5,5,navarro-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Poynor,4859192,henderson-tx,1,true,,0,0,henderson-tx,,,,AVAILABLE_EMPTY,true,true,true
Prado Verde,4859210,el-paso-tx,1,true,,0,0,el-paso-tx,,,,AVAILABLE_EMPTY,true,true,true
Praesel,4859216,milam-tx,1,true,,2,2,milam-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Prairie View,4859336,waller-tx,1,true,,2,2,waller-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Premont,4859384,jim-wells-tx,1,true,,0,0,jim-wells-tx,,,,AVAILABLE_EMPTY,true,true,true
Presidio,4859396,presidio-tx,1,true,,4,4,presidio-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Preston,4859420,grayson-tx,1,true,,0,0,grayson-tx,,,,AVAILABLE_EMPTY,true,true,true
Priddy,4859528,mills-tx,1,true,,0,0,mills-tx,,,,AVAILABLE_EMPTY,true,true,true
Primera,4859540,cameron-tx,1,true,,5,5,cameron-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Princeton,4859576,collin-tx,1,true,,0,0,collin-tx,,,,AVAILABLE_EMPTY,true,true,true
Proctor,4859612,comanche-tx,1,true,,3,3,comanche-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Progreso,4859636,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Progreso Lakes,4859642,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Prosper,4859696,collin-tx|denton-tx,2,true,,3,3,collin-tx|denton-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Providence Village,4859748,denton-tx,1,true,,0,0,denton-tx,,,,AVAILABLE_EMPTY,true,true,true
Pueblo East,4859794,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Pueblo Nuevo,4859798,webb-tx,1,true,,1,1,webb-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Putnam,4859984,callahan-tx,1,true,,2,2,callahan-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Pyote,4859996,ward-tx,1,true,,2,2,ward-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Quail,4860020,collingsworth-tx,1,true,,0,0,collingsworth-tx,,,,AVAILABLE_EMPTY,true,true,true
Quail Creek,4860026,victoria-tx,1,true,,1,1,victoria-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Quanah,4860044,hardeman-tx,1,true,,9,9,hardeman-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Queen City,4860080,cass-tx,1,true,,3,3,cass-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Quemado,4860092,maverick-tx,1,true,,0,0,maverick-tx,,,,AVAILABLE_EMPTY,true,true,true
Quesada,4860098,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Quinlan,4860140,hunt-tx,1,true,,0,0,hunt-tx,,,,AVAILABLE_EMPTY,true,true,true
Quintana,4860164,brazoria-tx,1,true,,0,0,brazoria-tx,,,,AVAILABLE_EMPTY,true,true,true
Quitaque,4860176,briscoe-tx,1,true,,0,0,briscoe-tx,,,,AVAILABLE_EMPTY,true,true,true
Quitman,4860188,wood-tx,1,true,,0,0,wood-tx,,,,AVAILABLE_EMPTY,true,true,true
Radar Base,4860278,maverick-tx,1,true,,0,0,maverick-tx,,,,AVAILABLE_EMPTY,true,true,true
Rafael Pena,4860290,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Ralls,4860356,crosby-tx,1,true,,0,0,crosby-tx,,,,AVAILABLE_EMPTY,true,true,true
Ramireno,4860380,zapata-tx,1,true,,0,0,zapata-tx,,,,AVAILABLE_EMPTY,true,true,true
Ramirez-Perez,4860408,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Ramos,4860422,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Ranchette Estates,4860458,willacy-tx,1,true,,0,0,willacy-tx,,,,AVAILABLE_EMPTY,true,true,true
Ranchitos del Norte,4860478,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Ranchitos East,4860480,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Ranchitos Las Lomas,4860482,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Rancho Alegre,4860518,jim-wells-tx,1,true,,0,0,jim-wells-tx,,,,AVAILABLE_EMPTY,true,true,true
Rancho Banquete,4860529,nueces-tx,1,true,,0,0,nueces-tx,,,,AVAILABLE_EMPTY,true,true,true
Rancho Chico,4860534,san-patricio-tx,1,true,,0,0,san-patricio-tx,,,,AVAILABLE_EMPTY,true,true,true
Ranchos Penitas West,4860539,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Rancho Viejo,4860544,cameron-tx,1,true,,1,1,cameron-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Rancho Viejo,4860554,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Randolph AFB,4860608,bexar-tx,1,true,,0,0,bexar-tx,,,,AVAILABLE_EMPTY,true,true,true
Ranger,4860632,eastland-tx,1,true,,5,5,eastland-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Rankin,4860668,upton-tx,1,true,,3,3,upton-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Ransom Canyon,4860672,lubbock-tx,1,true,,0,0,lubbock-tx,,,,AVAILABLE_EMPTY,true,true,true
Ratamosa,4860686,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Ravenna,4860752,fannin-tx,1,true,,0,0,fannin-tx,,,,AVAILABLE_EMPTY,true,true,true
Raymondville,4860836,willacy-tx,1,true,,11,11,willacy-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Realitos,4860932,duval-tx,1,true,,3,3,duval-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Redfield,4861040,nacogdoches-tx,1,true,,0,0,nacogdoches-tx,,,,AVAILABLE_EMPTY,true,true,true
Redford,4861076,presidio-tx,1,true,,0,0,presidio-tx,,,,AVAILABLE_EMPTY,true,true,true
Redland,4861124,angelina-tx,1,true,,0,0,angelina-tx,,,,AVAILABLE_EMPTY,true,true,true
Red Lick,4861172,bowie-tx,1,true,,0,0,bowie-tx,,,,AVAILABLE_EMPTY,true,true,true
Red Oak,4861196,ellis-tx,1,true,,6,6,ellis-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Red Rock,4861280,bastrop-tx,1,true,,5,5,bastrop-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Redwater,4861340,bowie-tx,1,true,,4,4,bowie-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Redwood,4861352,guadalupe-tx,1,true,,0,0,guadalupe-tx,,,,AVAILABLE_EMPTY,true,true,true
Refugio,4861436,refugio-tx,1,true,,10,10,refugio-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Regino Ramirez,4861454,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
Reid Hope King,4861466,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Reklaw,4861508,cherokee-tx|rusk-tx,2,true,,0,0,cherokee-tx|rusk-tx,,,,AVAILABLE_EMPTY,true,true,true
Relampago,4861532,hidalgo-tx,1,true,,0,0,hidalgo-tx,,,,AVAILABLE_EMPTY,true,true,true
Rendon,4861568,tarrant-tx,1,true,,0,0,tarrant-tx,,,,AVAILABLE_EMPTY,true,true,true
Reno,4861592,lamar-tx,1,true,,0,0,lamar-tx,,,,AVAILABLE_EMPTY,true,true,true
Reno,4861604,parker-tx|tarrant-tx,2,true,,0,0,parker-tx|tarrant-tx,,,,AVAILABLE_EMPTY,true,true,true
Retreat,4861616,navarro-tx,1,true,,0,0,navarro-tx,,,,AVAILABLE_EMPTY,true,true,true
Rhome,4861700,wise-tx,1,true,,2,2,wise-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Ricardo,4861724,kleberg-tx,1,true,,3,3,kleberg-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Rice,4861736,navarro-tx,1,true,,3,3,navarro-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Rice Tracts,4861766,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Richards,4861784,grimes-tx,1,true,,1,1,grimes-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Richardson,4861796,collin-tx|dallas-tx,2,true,,39,39,collin-tx|dallas-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Richland,4861820,navarro-tx,1,true,,2,2,navarro-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Richland Hills,4861844,tarrant-tx,1,true,,4,4,tarrant-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Richland Springs,4861880,san-saba-tx,1,true,,5,5,san-saba-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Richmond,4861892,fort-bend-tx,1,true,,11,11,fort-bend-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Richwood,4861904,brazoria-tx,1,true,,0,0,brazoria-tx,,,,AVAILABLE_EMPTY,true,true,true
Riesel,4862108,mclennan-tx,1,true,,4,4,mclennan-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Ringgold,4862132,montague-tx,1,true,,2,2,montague-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Rio Bravo,4862138,webb-tx,1,true,,0,0,webb-tx,,,,AVAILABLE_EMPTY,true,true,true
Rio Grande City,4862168,starr-tx,1,true,,6,6,starr-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Rio Hondo,4862180,cameron-tx,1,true,,0,0,cameron-tx,,,,AVAILABLE_EMPTY,true,true,true
Rio Vista,4862240,johnson-tx,1,true,,3,3,johnson-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Rising Star,4862252,eastland-tx,1,true,,0,0,eastland-tx,,,,AVAILABLE_EMPTY,true,true,true
Rivereno,4862318,starr-tx,1,true,,0,0,starr-tx,,,,AVAILABLE_EMPTY,true,true,true
River Oaks,4862384,tarrant-tx,1,true,,0,0,tarrant-tx,,,,AVAILABLE_EMPTY,true,true,true
Riverside,4862408,walker-tx,1,true,,2,2,walker-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Riviera,4862468,kleberg-tx,1,true,,2,2,kleberg-tx,,,,AVAILABLE_NONEMPTY,true,true,true
Road Runner,4862486,cooke-tx,1,true,,0,0,cooke-tx,,,,AVAILABLE_EMPTY,true,true,true
Roanoke,4862504,denton-tx|tarrant-tx,2,true,,15,15,denton-tx|tarrant-tx,,,,AVAILABLE_NONEMPTY,true,true,true
