canonicalCommunity,canonicalPlaceId,membershipAuthorityAvailable,membershipAuthorityReason,membershipApplicability,membershipCount,membershipCountyFips,membershipCountyIds,membershipCountyNames,unresolvedCountyFips,duplicateCountyFips,duplicateCountyIds,operationalProjectionMembershipCount,operationalProjectionCountyIds,operationalProjectionThinnerThanRegistry,crossingCanonicalPlaceAvailable,officialRoadwayConsumerAvailable,weatherConsumerAvailable,membershipAuthorityPass
Edgecliff Village,4822588,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48439,tarrant-tx,Tarrant County,,,,1,tarrant-tx,false,true,true,true,true
Edgewater Estates,4822593,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48409,san-patricio-tx,San Patricio County,,,,1,san-patricio-tx,false,true,true,true,true
Edgewood,4822612,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48467,van-zandt-tx,Van Zandt County,,,,1,van-zandt-tx,false,true,true,true,true
Edinburg,4822660,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48215,hidalgo-tx,Hidalgo County,,,,1,hidalgo-tx,false,true,true,true,true
Edmonson,4822708,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48189,hale-tx,Hale County,,,,1,hale-tx,false,true,true,true,true
Edna,4822720,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48239,jackson-tx,Jackson County,,,,1,jackson-tx,false,true,true,true,true
Edom,4822744,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48467,van-zandt-tx,Van Zandt County,,,,1,van-zandt-tx,false,true,true,true,true
Edroy,4822768,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48409,san-patricio-tx,San Patricio County,,,,1,san-patricio-tx,false,true,true,true,true
Eidson Road,4822810,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48323,maverick-tx,Maverick County,,,,1,maverick-tx,false,true,true,true,true
Elbert,4822840,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48447,throckmorton-tx,Throckmorton County,,,,1,throckmorton-tx,false,true,true,true,true
El Brazil,4822853,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
El Camino Angosto,4822858,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48061,cameron-tx,Cameron County,,,,1,cameron-tx,false,true,true,true,true
El Campo,4822864,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48481,wharton-tx,Wharton County,,,,1,wharton-tx,false,true,true,true,true
El Castillo,4822892,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
El Cenizo,4822898,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
El Cenizo,4822905,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
El Chaparral,4822920,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Eldorado,4822960,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48413,schleicher-tx,Schleicher County,,,,1,schleicher-tx,false,true,true,true,true
Electra,4822984,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48485,wichita-tx,Wichita County,,,,1,wichita-tx,false,true,true,true,true
Elgin,4823044,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48021|48453,bastrop-tx|travis-tx,Bastrop County|Travis County,,,,2,bastrop-tx|travis-tx,false,true,true,true,true
Elias-Fela Solis,4823062,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
El Indio,4823080,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48323,maverick-tx,Maverick County,,,,1,maverick-tx,false,true,true,true,true
Elkhart,4823140,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48001,anderson-tx,Anderson County,,,,1,anderson-tx,false,true,true,true,true
El Lago,4823164,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48201,harris-tx,Harris County,,,,1,harris-tx,false,true,true,true,true
Ellinger,4823176,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48149,fayette-tx,Fayette County,,,,1,fayette-tx,false,true,true,true,true
Elm Creek,4823254,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48323,maverick-tx,Maverick County,,,,1,maverick-tx,false,true,true,true,true
Elmendorf,4823272,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48029|48493,bexar-tx|wilson-tx,Bexar County|Wilson County,,,,2,bexar-tx|wilson-tx,false,true,true,true,true
El Mesquite,4823278,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Elmo,4823356,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48257,kaufman-tx,Kaufman County,,,,1,kaufman-tx,false,true,true,true,true
E. Lopez,4823398,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
El Paso,4824000,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48141,el-paso-tx,El Paso County,,,,1,el-paso-tx,false,true,true,true,true
El Quiote,4824013,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
El Rancho Vela,4824015,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
El Refugio,4824018,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Elsa,4824036,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48215,hidalgo-tx,Hidalgo County,,,,1,hidalgo-tx,false,true,true,true,true
El Socio,4824055,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Emerald Bay,4824158,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48423,smith-tx,Smith County,,,,1,smith-tx,false,true,true,true,true
Emhouse,4824168,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48349,navarro-tx,Navarro County,,,,1,navarro-tx,false,true,true,true,true
Emory,4824216,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48379,rains-tx,Rains County,,,,1,rains-tx,false,true,true,true,true
Encantada-Ranchito-El Calaboz,4824223,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48061,cameron-tx,Cameron County,,,,1,cameron-tx,false,true,true,true,true
Enchanted Oaks,4824228,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48213,henderson-tx,Henderson County,,,,1,henderson-tx,false,true,true,true,true
Encinal,4824240,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48283,la-salle-tx,La Salle County,,,,1,la-salle-tx,false,true,true,true,true
Encino,4824252,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48047,brooks-tx,Brooks County,,,,1,brooks-tx,false,true,true,true,true
Ennis,4824348,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48139,ellis-tx,Ellis County,,,,1,ellis-tx,false,true,true,true,true
Escobares,4824552,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Estelline,4824636,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48191,hall-tx,Hall County,,,,1,hall-tx,false,true,true,true,true
Eugenio Saenz,4824738,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Euless,4824768,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48439,tarrant-tx,Tarrant County,,,,1,tarrant-tx,false,true,true,true,true
Eureka,4824816,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48349,navarro-tx,Navarro County,,,,1,navarro-tx,false,true,true,true,true
Eustace,4824828,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48213,henderson-tx,Henderson County,,,,1,henderson-tx,false,true,true,true,true
Evadale,4824840,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48241,jasper-tx,Jasper County,,,,1,jasper-tx,false,true,true,true,true
Evant,4824864,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48099|48193,coryell-tx|hamilton-tx,Coryell County|Hamilton County,,,,2,coryell-tx|hamilton-tx,false,true,true,true,true
Evergreen,4824894,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Everman,4824912,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48439,tarrant-tx,Tarrant County,,,,1,tarrant-tx,false,true,true,true,true
Fabens,4825032,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48141,el-paso-tx,El Paso County,,,,1,el-paso-tx,false,true,true,true,true
Fabrica,4825038,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48323,maverick-tx,Maverick County,,,,1,maverick-tx,false,true,true,true,true
Fairchilds,4825068,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48157,fort-bend-tx,Fort Bend County,,,,1,fort-bend-tx,false,true,true,true,true
Fairfield,4825104,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48161,freestone-tx,Freestone County,,,,1,freestone-tx,false,true,true,true,true
Fair Oaks Ranch,4825168,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,3,48029|48091|48259,bexar-tx|comal-tx|kendall-tx,Bexar County|Comal County|Kendall County,,,,3,bexar-tx|comal-tx|kendall-tx,false,true,true,true,true
Fairview,4825224,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48085,collin-tx,Collin County,,,,1,collin-tx,false,true,true,true,true
Falconaire,4825338,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Falcon Heights,4825344,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Falcon Lake Estates,4825348,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48505,zapata-tx,Zapata County,,,,1,zapata-tx,false,true,true,true,true
Falcon Mesa,4825352,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48505,zapata-tx,Zapata County,,,,1,zapata-tx,false,true,true,true,true
Falcon Village,4825356,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Falfurrias,4825368,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48047,brooks-tx,Brooks County,,,,1,brooks-tx,false,true,true,true,true
Falls City,4825392,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48255,karnes-tx,Karnes County,,,,1,karnes-tx,false,true,true,true,true
Falman,4825397,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48409,san-patricio-tx,San Patricio County,,,,1,san-patricio-tx,false,true,true,true,true
Fannett,4825404,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48245,jefferson-tx,Jefferson County,,,,1,jefferson-tx,false,true,true,true,true
Farmers Branch,4825452,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48113,dallas-tx,Dallas County,,,,1,dallas-tx,false,true,true,true,true
Farmersville,4825488,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48085,collin-tx,Collin County,,,,1,collin-tx,false,true,true,true,true
Farnsworth,4825512,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48357,ochiltree-tx,Ochiltree County,,,,1,ochiltree-tx,false,true,true,true,true
Farwell,4825548,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48369,parmer-tx,Parmer County,,,,1,parmer-tx,false,true,true,true,true
Fate,4825572,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48397,rockwall-tx,Rockwall County,,,,1,rockwall-tx,false,true,true,true,true
Fayetteville,4825644,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48149,fayette-tx,Fayette County,,,,1,fayette-tx,false,true,true,true,true
Fernando Salinas,4825744,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Ferris,4825752,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48113|48139,dallas-tx|ellis-tx,Dallas County|Ellis County,,,,2,dallas-tx|ellis-tx,false,true,true,true,true
Fifth Street,4825795,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48157,fort-bend-tx,Fort Bend County,,,,1,fort-bend-tx,false,true,true,true,true
Flat,4826004,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48099,coryell-tx,Coryell County,,,,1,coryell-tx,false,true,true,true,true
Flatonia,4826028,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48149,fayette-tx,Fayette County,,,,1,fayette-tx,false,true,true,true,true
Flor del Rio,4826130,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Florence,4826136,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48491,williamson-tx,Williamson County,,,,1,williamson-tx,false,true,true,true,true
Floresville,4826160,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48493,wilson-tx,Wilson County,,,,1,wilson-tx,false,true,true,true,true
Flowella,4826220,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48047,brooks-tx,Brooks County,,,,1,brooks-tx,false,true,true,true,true
Flower Mound,4826232,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48121|48439,denton-tx|tarrant-tx,Denton County|Tarrant County,,,,2,denton-tx|tarrant-tx,false,true,true,true,true
Floydada,4826268,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48153,floyd-tx,Floyd County,,,,1,floyd-tx,false,true,true,true,true
Fluvanna,4826280,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48415,scurry-tx,Scurry County,,,,1,scurry-tx,false,true,true,true,true
Follett,4826328,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48295,lipscomb-tx,Lipscomb County,,,,1,lipscomb-tx,false,true,true,true,true
Forest Heights,4826516,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48361,orange-tx,Orange County,,,,1,orange-tx,false,true,true,true,true
Forest Hill,4826544,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48439,tarrant-tx,Tarrant County,,,,1,tarrant-tx,false,true,true,true,true
Forney,4826604,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48257,kaufman-tx,Kaufman County,,,,1,kaufman-tx,false,true,true,true,true
Forsan,4826640,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48227,howard-tx,Howard County,,,,1,howard-tx,false,true,true,true,true
Fort Bliss,4826664,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48141,el-paso-tx,El Paso County,,,,1,el-paso-tx,false,true,true,true,true
Fort Cavazos,4826666,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48027|48099,bell-tx|coryell-tx,Bell County|Coryell County,,,,2,bell-tx|coryell-tx,false,true,true,true,true
Fort Clark Springs,4826680,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48271,kinney-tx,Kinney County,,,,1,kinney-tx,false,true,true,true,true
Fort Davis,4826688,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48243,jeff-davis-tx,Jeff Davis County,,,,1,jeff-davis-tx,false,true,true,true,true
Fort Hancock,4826724,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48229,hudspeth-tx,Hudspeth County,,,,1,hudspeth-tx,false,true,true,true,true
Fort Stockton,4826808,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48371,pecos-tx,Pecos County,,,,1,pecos-tx,false,true,true,true,true
Fort Worth,4827000,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,5,48121|48251|48367|48439|48497,denton-tx|johnson-tx|parker-tx|tarrant-tx|wise-tx,Denton County|Johnson County|Parker County|Tarrant County|Wise County,,,,5,denton-tx|johnson-tx|parker-tx|tarrant-tx|wise-tx,false,true,true,true,true
Four Corners,4827102,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48157,fort-bend-tx,Fort Bend County,,,,1,fort-bend-tx,false,true,true,true,true
Four Points,4827124,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48479,webb-tx,Webb County,,,,1,webb-tx,false,true,true,true,true
Fowlerton,4827144,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48283,la-salle-tx,La Salle County,,,,1,la-salle-tx,false,true,true,true,true
Franklin,4827288,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48395,robertson-tx,Robertson County,,,,1,robertson-tx,false,true,true,true,true
Frankston,4827300,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48001|48213,anderson-tx|henderson-tx,Anderson County|Henderson County,,,,2,anderson-tx|henderson-tx,false,true,true,true,true
Fredericksburg,4827348,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48171,gillespie-tx,Gillespie County,,,,1,gillespie-tx,false,true,true,true,true
Freeport,4827420,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48039,brazoria-tx,Brazoria County,,,,1,brazoria-tx,false,true,true,true,true
Freer,4827432,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48131,duval-tx,Duval County,,,,1,duval-tx,false,true,true,true,true
Fresno,4827540,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48157,fort-bend-tx,Fort Bend County,,,,1,fort-bend-tx,false,true,true,true,true
Friendswood,4827648,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48167|48201,galveston-tx|harris-tx,Galveston County|Harris County,,,,2,galveston-tx|harris-tx,false,true,true,true,true
Friona,4827660,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48369,parmer-tx,Parmer County,,,,1,parmer-tx,false,true,true,true,true
Frisco,4827684,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48085|48121,collin-tx|denton-tx,Collin County|Denton County,,,,2,collin-tx|denton-tx,false,true,true,true,true
Fritch,4827696,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,MULTI_COUNTY_CONVERGENCE,2,48233|48341,hutchinson-tx|moore-tx,Hutchinson County|Moore County,,,,2,hutchinson-tx|moore-tx,false,true,true,true,true
Fronton,4827744,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
Fronton Ranchettes,4827748,true,EXACT_CANONICAL_PLACE_REGISTRY_ROW_GOVERNED_COUNTY_FIPS,SINGLE_COUNTY_CONTROL,1,48427,starr-tx,Starr County,,,,1,starr-tx,false,true,true,true,true
